id,content,showNote
872,"Curious about how Zod schema validation compares to Joi, Yup, and other alternatives? New Syntax podcast has the details!",145
873,"The Syntax podcast dives deep into Zod schema validation. Learn how it brings inference, validation, and integration to your TS app!",145
874,"Type validation and inference without duplication? Yup, Zod schema validation delivers. Tune into Syntax podcast for the scoop!",145
875,Hear Dr. Courtney Talinski explain the difference between ADHD and just being energetic or distracted #ADHD,146
876,Many programmers seem to have ADHD - find out why on the latest Syntax Supper Club podcast!,146
877,Struggling to structure your day and stay on track with projects? Dr. Courtney Talinski shares tips for managing ADHD symptoms as an adult in a tech career,146
878,How much do ADHD symptoms need to impair your everyday life to meet diagnostic criteria? Dr. Courtney Talinski breaks it down on @SyntaxFM,146
879,"ADHD looks different in adults, especially those working office jobs - learn what symptoms to watch out for on the Syntax Supper Club podcast",146
880,Having trouble planning and staying focused? @drtalinski shares strategies for structuring your day with ADHD on the latest Syntax Supper Club episode!,146
881,Want to hear some spooky web dev stories? Check out the latest Syntax podcast!,147
882,"You won't believe the web dev nightmares covered in this Syntax episode. Profane placeholders, mass outages, accidental deletions, and more!",147
883,"Think you've made bad mistakes as a developer? Listen to Syntax for some code horror stories that will make you feel better!",147
884,Syntax is here with a chilling new episode full of terror-inducing tales from web developers. Are you brave enough to listen?,147
885,"Accidental database deletions, streaming env secrets, and deprecated code nightmares - Syntax has all the spooky stories!",147
886,Syntax went digging through the graves of dead code to find the creepiest web dev tales around. Listen if you dare!,147
887,"Learn the REAL meaning behind schema, promises, async/await, DOM, methods vs functions, props & more on the latest @SyntaxFM!",148
888,"Ever wondered what exactly ""props"" means? We break down props and other confusing buzzwords on the newest ep of @SyntaxFM!",148
889,"Demystify concepts like async vs sync, concurrent vs parallel, and stateless HTTP requests on the latest explainer ep of @SyntaxFM!",148
890,"Buzzwords broken down in simple terms: schema, promises, DOM, methods vs functions, props & more explained on @SyntaxFM's newest ep!",148
891,"Stop scratching your head! We explain schema, async/await, DOM, props & other concepts in plain English on @SyntaxFM's latest buzzword explainer.",148
892,"Think you know promises, methods vs functions, and other web dev terms? See if we can teach you something new in @SyntaxFM's latest buzzword deep dive!",148
893,"We bust through the jargon and explain schema, async vs sync, DOM, props & more web dev concepts on @SyntaxFM's newest buzzword explainer episode!",148
894,Learn how @SkyUK uses #GraphQL as a aggregation layer across their streaming platform and apps.,149
895,"GraphQL abstracts calling multiple legacy APIs into one easy response for @SkyUK's frontend apps.",149
896,.@SkyUK has a central #GraphQL team but other teams can optionally implement their own GraphQL APIs and federate.,149
897,Find out how @SkyUK monitors and auto-scales their #GraphQL APIs to handle demand spikes during live events.,149
898,".@SkyUK built client apps with React Native and Electron, but now leverages GraphQL caching with Apollo client.",149
899,"Want to learn how a major streaming provider uses #GraphQL? Hear @SkyUK's @filipecodes explain on the latest @SyntaxFM.",149
900,"Can you top these cringey web dev horror stories? Losing orders, crashing apps, costing millions - these are developer nightmares!",150
901,"Think you've made bad mistakes as a developer? These scary stories of accidental database deletes and losing millions in sales will make you cringe!",150
902,"You'll laugh and cry hearing these creepy tales of dev disasters - from crashing school exams to losing millions in ecommerce sales overnight!",150
903,These spooky web dev stories will make you scream! Tales of accidentally unleashing 404 alert floods and deleting customer orders - yikes!,150
904,"Make sure you test properly after hearing these blood-curdling tales of web development gone wrong. Lost sales, crashed apps - developers beware!",150
905,"Web developers be warned! Don't end up in a nightmare like these frightening stories - double check your work to avoid unleashing chaos!",150
906,Ever get frustrated with hydration in SPA frameworks? 💧 Quick could be the answer! It serializes state to HTML to skip client-side initialization. 🚀,151
907,The creator of Angular is back with a new framework called Quick that eliminates hydration for faster interactivity. 🏎️ Goodbye memoization! 🔥,151
908,"Quick uses Vite, JSX, SSR, and edge functions to skip hydration and speed up your sites. The future is server-side! ⚡️",151
909,Tired of optimizing frameworks instead of your code? Quick has a built-in optimizer so you can focus on building. 🛠️,151
910,"Quick City adds routing, data loading, and more to Quick for a full-featured framework alternative with no hydration headaches! 🌊",151
911,More and more frameworks embracing server-side rendering fundamentals like Quick - are we on the verge of a next-gen SSR revolution? 💫,151
912,Learn all about the exciting new #tRPC specification from creator Alex Johansen!,152
913,Want the power of GraphQL with the simplicity of calling functions? #tRPC may be for you!,152
914,Type safety and editor integration across client and server? Yes please! #tRPC makes it happen.,152
915,"@alex_johansen explains how #tRPC brings the best of REST, GraphQL, and TypeScript together in one spec.",152
916,Tired of defining GraphQL schemas? With #tRPC your back-end functions define the API!,152
917,Find out why #tRPC is gaining popularity as an alternative to REST and GraphQL for type safe APIs.,152
918,Find out what web stats show about mobile vs desktop usage trends ➡️ #WebAlmanac,153
919,Curious how website usage compares on mobile vs desktop? Check the #WebAlmanac stats!,153
920,Cleaning tip: Deep clean your kitchen on Fridays to setup a sparkling clean start to your week!,153
921,Vintage appliances like a Wolf stove are built to last - with regular cleaning & maintenance #WebAlmanac,153
922,"Many people's entire online world is just their phone nowadays - how do they stay productive? #WebAlmanac",153
923,How do iPad coders integrate dev tools into their workflow? The Syntax hosts discuss ➡️,153
924,"Learn about bookmarklets, the forgotten ☁️ technique you need to bring back! 👀 #JavaScript",154
925,Missing your old bookmarklet toolbar? 🤔 Time to bring bookmarklets back into your dev workflow! 💡,154
926,Bookmarklets let you run JavaScript on ANY page with a click! 😮 What will you build? #SyntaxFM,154
927,"Don't forget about bookmarklets! Run JS on any page for highlighting, styling, prompts, and more! 🎉 #JavaScript",154
928,Bookmarklets: JavaScript magic on any page with single click! 🧙‍♂️ What will you automate on websites now? 🤔 #SyntaxFM,154
929,"Don't have that browser extension yet? No worries! Bookmarklet to the rescue. 🦸‍♂️ JavaScript superpower on any page! ✨",154
930,Hear the difference between Vim and @Neovim directly from contributor @TJDeVries!,155
931,Want to know why @Neovim added Lua integration? Learn why it benefits non-web devs too on the latest @SyntaxFM!,155
932,@SyntaxFM talks adaptive UIs with @Neovim contributor @TJDeVries - see how Neovim enables more UI flexibility than Vim.,155
933,".@TJDeVries compares Lua simplicity to JavaScript on @SyntaxFM - see why it's great for small scripts and configuring your editor!",155
934,Learn how the @LunarVim Neovim distribution provides more IDE-like functionality over Vim/Neovim defaults on @SyntaxFM.,155
935,"Don't miss @TJDeVries explaining @Neovim, Lua integration, and differences with Vim on the latest @SyntaxFM!",155
936,Learn why you may not need a framework and can just use the browser APIs instead! #SyntaxFM,156
937,Using vanilla JS? The DOM API and other browser APIs are way more powerful than you think!,156
938,Tired of frameworks? Sometimes the built-in browser APIs are all you need. #SyntaxFM,156
939,"With URLSearchParams, History API, FormData, and more, many frameworks are unnecessary. #SyntaxFM",156
